|||||||B3LYP|B3LYP|B3LYP|PBE|PBE|PBE|PB86|PB87|PB88|M06|M07|M08
18|Cc1csc(C=Cc2cccc3nsnc23)c1C|Cc1csc(C=Cc2cccc3nsnc32)c1C|InChI=1S/C14H12N2S2/c1-9-8-17-13(10(9)2)7-6-11-4-3-5-12-14(11)16-18-15-12/h3-8H,1-2H3/b7-6+|nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan|nan|6|-0.201333|-0.097|0.104333|-0.2105|-0.0958333|0.114667|-0.183|-0.119167|0.0638333|-0.244|-0.0703333|0.173667
19|C=Cc1ccc2c3ccc(C=Cc4sc(c5cc(C)cs5)cc4C)cc3n(c3ccc(OC)cc3)c2c1|C=Cc1ccc2c3ccc(C=Cc4sc(-c5cc(C)cs5)cc4C)cc3n(-c3ccc(OC)cc3)c2c1|InChI=1S/C33H27NOS2/c1-5-23-6-13-27-28-14-7-24(8-15-31-22(3)17-33(37-31)32-16-21(2)20-36-32)19-30(28)34(29(27)18-23)25-9-11-26(35-4)12-10-25/h5-20H,1H2,2-4H3/b15-8+|10.1039/C1EE01072G,XSCPXDQFHMVTBI-AWQADKOQSA-N,polymer,bulk,PC61BM,-5.49,-3.02,2.47,2.47,0.3,0.55,0.86,48.0|C=Cc1ccc2c3ccc(C=Cc4sc(-c5cc(C)cs5)cc4C)cc3n(-c3ccc(OC)cc3)c2c1|13|-0.181|-0.0747692|0.106231|-0.19|-0.0731538|0.116846|-0.164769|-0.0967692|0.068|-0.222154|-0.05|0.172154
20|C=Cc1ccc2c3ccc(C=Cc4ccc(c5ccc(C6=C(C)C(=C(c7ccc(c8cccs8)s7)S6(=O)=O)C)s5)s4)cc3n(c3ccc(OC)cc3)c2c1|C=Cc1ccc2c3ccc(C=Cc4ccc(-c5ccc(C6=C(C)C(C)=C(c7ccc(-c8cccs8)s7)S6(=O)=O)s5)s4)cc3n(-c3ccc(OC)cc3)c2c1|InChI=1S/C45H33NO3S5/c1-5-29-9-17-34-35-18-10-30(26-37(35)46(36(34)25-29)31-11-13-32(49-4)14-12-31)8-15-33-16-19-40(51-33)41-21-23-43(53-41)45-28(3)27(2)44(54(45,47)48)42-22-20-39(52-42)38-7-6-24-50-38/h5-26H,1H2,2-4H3/b15-8+|10.1039/C1EE01072G,DZBWOSSXPUPLJL-QFMPWRQOSA-N,polymer,bulk,PC61BM,-5.5,-3.5,2.0,2.0,0.8,0.8,1.56,55.0|C=Cc1ccc2c3ccc(C=Cc4ccc(-c5ccc(C6=C(C)C(C)=C(c7ccc(-c8cccs8)s7)S6(=O)=O)s5)s4)cc3n(-c3ccc(OC)cc3)c2c1|20|-0.18215|-0.10295|0.0792|-0.19095|-0.1025|0.08845|-0.16695|-0.12155|0.0454|-0.2224|-0.0814|0.141
21|Cc1cc2cc3c(C#C[Si](C)(C)C)c4cc5sc(C)cc5cc4c(C#C[Si](C)(C)C)c3cc2s1|Cc1cc2cc3c(C#C[Si](C)(C)C)c4cc5sc(C)cc5cc4c(C#C[Si](C)(C)C)c3cc2s1|InChI=1S/C30H30S2Si2/c1-19-13-21-15-25-23(9-11-33(3,4)5)28-18-30-22(14-20(2)32-30)16-26(28)24(10-12-34(6,7)8)27(25)17-29(21)31-19/h13-18H,1-8H3|10.1021/cm102189g,SXJYBCLSWCIEOC-UHFFFAOYSA-N,molecule,bulk,PC61BM,nan,nan,nan,nan,1.0,0.84,2.96,40.0|Cc1cc2cc3c(C#C[Si](C)(C)C)c4cc5sc(C)cc5cc4c(C#C[Si](C)(C)C)c3cc2s1|3|-0.178|-0.095|0.083|-0.187|-0.094|0.093|-0.162|-0.114|0.048|-0.216|-0.074|0.142
22|CC1(C)c2ccsc2c2cc3c(cc12)c1sc(c2ccc(c4nc5sc(c6cccs6)nc5s4)s2)cc1C3(C)C|CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4nc5sc(-c6cccs6)nc5s4)s2)cc1C3(C)C|InChI=1S/C32H22N2S6/c1-31(2)17-9-11-36-25(17)15-12-19-16(13-18(15)31)26-20(32(19,3)4)14-24(38-26)21-7-8-23(37-21)28-34-30-29(40-28)33-27(39-30)22-6-5-10-35-22/h5-14H,1-4H3|10.1002/adma.201200721,SJGGJDIBAHYGIF-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.21,-2.94,2.27,1.83,5.79,0.89,13.3,48.9|CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4nc5sc(-c6cccs6)nc5s4)s2)cc1C3(C)C|13|-0.183|-0.0939231|0.0890769|-0.192231|-0.0938462|0.0983846|-0.168|-0.113923|0.0540769|-0.223231|-0.071|0.152231
23|C=Cc1ccc2c3ccc(C=Cc4sc(c5ccc(c6ccc(c7cc(C)cs7)s6)s5)cc4C)cc3n(c3ccc(OC)cc3)c2c1|C=Cc1ccc2c3ccc(C=Cc4sc(-c5ccc(-c6ccc(-c7cc(C)cs7)s6)s5)cc4C)cc3n(-c3ccc(OC)cc3)c2c1|InChI=1S/C41H31NOS4/c1-5-27-6-13-31-32-14-7-28(23-34(32)42(33(31)22-27)29-9-11-30(43-4)12-10-29)8-15-35-26(3)21-41(45-35)39-19-17-37(47-39)36-16-18-38(46-36)40-20-25(2)24-44-40/h5-24H,1H2,2-4H3/b15-8+|10.1039/C1EE01072G,NUIVFCQTRVSXQD-AWQADKOQSA-N,polymer,bulk,PC61BM,-5.4,-2.96,2.44,2.44,0.2,0.5,0.76,43.0|C=Cc1ccc2c3ccc(C=Cc4sc(-c5ccc(-c6ccc(-c7cc(C)cs7)s6)s5)cc4C)cc3n(-c3ccc(OC)cc3)c2c1|18|-0.176278|-0.0857222|0.0905556|-0.185167|-0.0847778|0.100389|-0.161278|-0.105833|0.0554444|-0.216333|-0.0625|0.153833
24|COc1c(OC)c(c2ccc(c3cc4c(s3)c(c3ccc(C)s3)c3ccsc3c4c3sc(C)cc3)s2)c2nsnc2c1c1cccs1|COc1c(OC)c(-c2ccc(-c3cc4c(s3)c(-c3ccc(C)s3)c3ccsc3c4C3=S=C(C)C=C3)s2)c2nsnc2c1-c1cccs1|InChI=1S/C36H24N2O2S7/c1-17-7-9-23(43-17)27-19-13-15-42-35(19)28(24-10-8-18(2)44-24)20-16-26(46-36(20)27)21-11-12-25(45-21)30-32-31(37-47-38-32)29(22-6-5-14-41-22)33(39-3)34(30)40-4/h5-16H,1-4H3|10.1021/ar5000743,MBZDNCWHVNANOX-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.27,-3.48,1.79,1.79,4.9,0.96,9.1,51.8|COc1c(OC)c(-c2ccc(-c3cc4c(s3)c(-c3ccc(C)s3)c3ccsc3c4C3=S=C(C)C=C3)s2)c2nsnc2c1-c1cccs1|15|-0.183467|-0.102733|0.0807333|-0.193133|-0.102|0.0911333|-0.167333|-0.122333|0.045|-0.2242|-0.0791333|0.145067
25|N#CC(=Cc1ccc(c2ccc(c3ccc(C=C(C#N)c4ccc([N+](=O)[O-])cc4)s3)c3c2C(=O)OC3=O)s1)c1ccc([N+](=O)[O-])cc1|N#CC(=Cc1ccc(-c2ccc(-c3ccc(C=C(C#N)c4ccc([N+](=O)[O-])cc4)s3)c3c2C(=O)OC3=O)s1)c1ccc([N+](=O)[O-])cc1|InChI=1S/C34H16N4O7S2/c35-17-21(19-1-5-23(6-2-19)37(41)42)15-25-9-13-29(46-25)27-11-12-28(32-31(27)33(39)45-34(32)40)30-14-10-26(47-30)16-22(18-36)20-3-7-24(8-4-20)38(43)44/h1-16H/b21-15+,22-16+|10.1021/jp101945z,BZAMMPOBDDSWKH-YHARCJFQSA-N,molecule,DSSC,TiO2,-5.4,-3.7,1.7,1.64,4.52,0.67,11.24,60.0|N#CC(=Cc1ccc(-c2ccc(-c3ccc(C=C(C#N)c4ccc([N+](=O)[O-])cc4)s3)c3c2C(=O)OC3=O)s1)c1ccc([N+](=O)[O-])cc1|19|-0.237211|-0.142421|0.0947895|-0.246737|-0.141737|0.105|-0.220526|-0.162105|0.0584211|-0.277842|-0.118684|0.159158
26|COC(=O)C(=Cc1cc(C)c(c2ccc(c3sc(c4cc5c(s4)c4sc(c6cc(C)c(c7ccc(c8sc(C=C(C#N)C(=O)OC)cc8C)s7)s6)cc4[Si]5(C)C)cc3C)s2)s1)C#N|COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4cc5c(s4)-c4sc(-c6cc(C)c(-c7ccc(C8=S=C(C=C(C#N)C(=O)OC)C=C8C)s7)s6)cc4[Si]5(C)C)cc3C)s2)s1|InChI=1S/C48H36N2O4S8Si/c1-23-13-29(17-27(21-49)47(51)53-5)55-41(23)31-9-11-33(57-31)43-25(3)15-35(59-43)37-19-39-45(61-37)46-40(63(39,7)8)20-38(62-46)36-16-26(4)44(60-36)34-12-10-32(58-34)42-24(2)14-30(56-42)18-28(22-50)48(52)54-6/h9-20H,1-8H3/b27-17+,28-18+|10.1021/ar400088c,BNUAOQUUATXJGN-XKPUTXIDSA-N,molecule,bulk,PC61BM,-4.95,-3.26,1.69,1.73,5.84,0.8,11.51,64.0|COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4cc5c(s4)-c4sc(-c6cc(C)c(-c7ccc(C8=S=C(C=C(C#N)C(=O)OC)C=C8C)s7)s6)cc4[Si]5(C)C)cc3C)s2)s1|20|-0.18485|-0.11435|0.0705|-0.1937|-0.1138|0.0799|-0.1723|-0.13275|0.03955|-0.2215|-0.0915|0.13
27|Cn1c(=O)c2c(c3ccc(c4ccccc4)s3)n(C)c(=O)c2c1c1cccs1|CN1C(=O)C2=C(c3ccc(-c4ccccc4)s3)N(C)C(=O)C2=C1c1cccs1|InChI=1S/C22H16N2O2S2/c1-23-19(15-9-6-12-27-15)17-18(22(23)26)20(24(2)21(17)25)16-11-10-14(28-16)13-7-4-3-5-8-13/h3-12H,1-2H3|10.1039/C1EE01072G,REQJMHXZAZJHBR-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.35,-3.53,1.82,1.53,5.5,0.8,10.3,65.0|CN1C(=O)C2=C(c3ccc(-c4ccccc4)s3)N(C)C(=O)C2=C1c1cccs1|12|-0.185|-0.102167|0.0828333|-0.194|-0.101167|0.0928333|-0.168667|-0.12175|0.0469167|-0.224|-0.0800833|0.143917
28|Cc1ccc(c2ccc(c3cnc(c4cc5c(s4)c4sc(c6ncc(c7ccc(c8ccc(C)s8)s7)c7nsnc67)cc4[Si]5(C)C)c4nsnc34)s2)s1|Cc1ccc(-c2ccc(-c3cnc(-c4cc5c(s4)-c4sc(-c6ncc(-c7ccc(-c8ccc(C)s8)s7)c7nsnc76)cc4[Si]5(C)C)c4nsnc43)s2)s1|InChI=1S/C38H24N6S8Si/c1-17-5-7-23(45-17)25-11-9-21(47-25)19-15-39-33(35-31(19)41-51-43-35)27-13-29-37(49-27)38-30(53(29,3)4)14-28(50-38)34-36-32(42-52-44-36)20(16-40-34)22-10-12-26(48-22)24-8-6-18(2)46-24/h5-16H,1-4H3|10.1021/ar400088c,NOJURONZIGXBEP-UHFFFAOYSA-N,molecule,bulk,PC71BM,-5.2,-3.6,1.6,1.5,6.7,0.78,14.4,59.3|Cc1ccc(-c2ccc(-c3cnc(-c4cc5c(s4)-c4sc(-c6ncc(-c7ccc(-c8ccc(C)s8)s7)c7nsnc76)cc4[Si]5(C)C)c4nsnc43)s2)s1|17|-0.180059|-0.121|0.0590588|-0.189176|-0.121882|0.0672941|-0.167|-0.137941|0.0290588|-0.218412|-0.101059|0.117353
29|CC1(C)c2ccccc2c2ccc(c3ccc(c4ccc(c5ccc(C6=C(c7ccccc7)C(=C(c7ccc(c8ccc(c9sccc9)s8)s7)[Si]6(C)C)c6ccccc6)s5)s4)s3)cc12|CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(C6=C(c7ccccc7)C(c7ccccc7)=C(c7ccc(-c8ccc(C9=S=CC=C9)s8)s7)[Si]6(C)C)s5)s4)s3)cc21|InChI=1S/C57H42S6Si/c1-57(2)40-19-12-11-18-38(40)39-22-21-37(34-41(39)57)42-23-24-45(59-42)46-27-28-48(61-46)50-30-32-52(63-50)56-54(36-16-9-6-10-17-36)53(35-14-7-5-8-15-35)55(64(56,3)4)51-31-29-49(62-51)47-26-25-44(60-47)43-20-13-33-58-43/h5-34H,1-4H3|10.1021/ar900061z,DZUHMZCKLKOXTD-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.2,nan,nan,1.95,1.67,0.75,4.57,48.6|CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(C6=C(c7ccccc7)C(c7ccccc7)=C(c7ccc(-c8ccc(C9=S=CC=C9)s8)s7)[Si]6(C)C)s5)s4)s3)cc21|17|-0.171118|-0.0954706|0.0756471|-0.179882|-0.0948235|0.0850588|-0.157647|-0.114941|0.0427059|-0.210294|-0.0730588|0.137235
30|COCc1cc2csc(c3cc4c(s3)c(OC)c3ccsc3c4OC)c2s1|COCc1cc2csc(-c3cc4c(s3)c(OC)c3ccsc3c4OC)c2s1|InChI=1S/C20H16O3S4/c1-21-8-11-6-10-9-25-20(17(10)26-11)14-7-13-16(23-3)18-12(4-5-24-18)15(22-2)19(13)27-14/h4-7,9H,8H2,1-3H3|10.1039/b9py00325h,WECOFPGFMYSYAR-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.1,-3.6,1.5,1.6,6.58,0.7,14.7,64.0|COCc1cc2csc(-c3cc4c(s3)c(OC)c3ccsc3c4OC)c2s1|15|-0.1884|-0.0692|0.1192|-0.197733|-0.068|0.129733|-0.169333|-0.0918|0.0775333|-0.230467|-0.0437333|0.186733
31|Cn1c2ccccc2c2ccc(c3ccc(c4cnc(c5cccs5)c5nsnc45)s3)cc12|Cn1c2ccccc2c2ccc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc54)s3)cc21|InChI=1S/C26H16N4S3/c1-30-19-6-3-2-5-16(19)17-9-8-15(13-20(17)30)21-10-11-22(32-21)18-14-27-25(23-7-4-12-31-23)26-24(18)28-33-29-26/h2-14H,1H3|10.1039/C1EE01072G,NKVPLJSLBPFXKV-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.53,-3.8,1.73,1.75,0.7,0.71,2.9,32.0|Cn1c2ccccc2c2ccc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc54)s3)cc21|16|-0.193937|-0.114|0.0799375|-0.203187|-0.113688|0.0895|-0.178437|-0.134187|0.04425|-0.234812|-0.0901875|0.144625
32|COc1c2ccsc2c(OC)c2cc(c3sc(c4sc(c5cc(C)cs5)c5c4C(=O)N(C)C5=O)cc3C)sc12|COc1c2ccsc2c(OC)c2cc(-c3sc(-c4sc(-c5cc(C)cs5)c5c4C(=O)N(C)C5=O)cc3C)sc21|InChI=1S/C29H21NO4S5/c1-12-8-16(36-11-12)26-19-20(29(32)30(3)28(19)31)27(39-26)17-9-13(2)23(37-17)18-10-15-22(34-5)24-14(6-7-35-24)21(33-4)25(15)38-18/h6-11H,1-5H3|10.1039/C1EE01072G,WOWIBLFSUKCZNA-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.695,-3.805,1.89,1.875,3.1,0.92,2.3,34.0|COc1c2ccsc2c(OC)c2cc(-c3sc(-c4sc(-c5cc(C)cs5)c5c4C(=O)N(C)C5=O)cc3C)sc21|13|-0.189077|-0.0948462|0.0942308|-0.198385|-0.0940769|0.104308|-0.171231|-0.114538|0.0566923|-0.229846|-0.0716923|0.158154
33|CC1(C)CC(=CC(=C(C#N)C(=O)O)C1)C=Cc1ccc(N(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1|CC1(C)CC(C=Cc2ccc(N(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=CC(=C(C#N)C(=O)O)C1|InChI=1S/C55H46N4O2/c1-55(2)38-42(37-43(39-55)53(40-56)54(60)61)24-23-41-25-27-48(28-26-41)59(51-33-29-49(30-34-51)57(44-15-7-3-8-16-44)45-17-9-4-10-18-45)52-35-31-50(32-36-52)58(46-19-11-5-12-20-46)47-21-13-6-14-22-47/h3-37H,38-39H2,1-2H3,(H,60,61)/b24-23+,53-43-|10.1021/jo800159t,CMDZVBNVKSCGHV-FDMGRTMBSA-N,molecule,DSSC,TiO2,-4.71,-2.48,2.23,nan,2.87,0.567,9.05,56.0|CC1(C)CC(C=Cc2ccc(N(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=CC(=C(C#N)C(=O)O)C1|18|-0.181167|-0.102|0.0791667|-0.189222|-0.100444|0.0887778|-0.164111|-0.1205|0.0436111|-0.220278|-0.079|0.141278
34|COc1c2cc(C)sc2c(OC)c2cc(c3ccc(c4sc(c5ccc(C)s5)c5c4C(=O)N(C)C5=O)s3)sc12|COc1c2cc(C)sc2c(OC)c2cc(-c3ccc(-c4sc(-c5ccc(C)s5)c5c4C(=O)N(C)C5=O)s3)sc21|InChI=1S/C29H21NO4S5/c1-12-6-7-17(35-12)26-20-21(29(32)30(3)28(20)31)27(39-26)18-9-8-16(37-18)19-11-15-23(34-5)24-14(10-13(2)36-24)22(33-4)25(15)38-19/h6-11H,1-5H3|10.1039/C1EE01072G,JURSVOCVDQFFLU-UHFFFAOYSA-N,polymer,bulk,PC61BM,nan,nan,nan,1.84,0.9,0.76,2.9,43.0|COc1c2cc(C)sc2c(OC)c2cc(-c3ccc(-c4sc(-c5ccc(C)s5)c5c4C(=O)N(C)C5=O)s3)sc21|17|-0.190588|-0.0947647|0.0958235|-0.199588|-0.0943529|0.105235|-0.173|-0.114765|0.0582353|-0.231471|-0.0718235|0.159647
35|Cc1c2ccsc2c(C)c2cc(c3ccc(c4cnc(c5cccs5)c5nsnc45)s3)sc12|Cc1c2ccsc2c(C)c2cc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc54)s3)sc21|InChI=1S/C25H15N3S5/c1-12-14-7-9-30-24(14)13(2)15-10-20(32-25(12)15)18-6-5-17(31-18)16-11-26-22(19-4-3-8-29-19)23-21(16)27-33-28-23/h3-11H,1-2H3|10.1002/anie.201003357,IJTHDYMENLOIGP-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.47,-3.44,2.03,nan,6.32,0.85,12.78,58.2|Cc1c2ccsc2c(C)c2cc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc54)s3)sc21|15|-0.191467|-0.116933|0.0745333|-0.201067|-0.116933|0.0841333|-0.176267|-0.1368|0.0394667|-0.2318|-0.0938|0.138
36|CC(=O)c1cc2c(csc2c2cc3c(s2)c(C)c2ccsc2c3C)s1|CC(=O)c1cc2c(csc2-c2cc3c(s2)c(C)c2ccsc2c3C)s1|InChI=1S/C20H14OS4/c1-9-12-4-5-22-18(12)10(2)13-6-16(25-19(9)13)20-14-7-15(11(3)21)24-17(14)8-23-20/h4-8H,1-3H3|10.1039/c1jm11229e,FWYPOVDLSCYLJZ-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.22,-3.41,1.81,1.63,4.7,0.77,9.5,64.0|CC(=O)c1cc2c(csc2-c2cc3c(s2)c(C)c2ccsc2c3C)s1|6|-0.195167|-0.0945|0.100667|-0.205|-0.0931667|0.111833|-0.177333|-0.1165|0.0608333|-0.236333|-0.0685|0.167833
37|Cc1cc(c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1c1cnc(c2ncc(c3sc(c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3C)s2)s1|Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1cnc(-c2ncc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3C)s2)s1|InChI=1S/C52H38N4S4/c1-35-31-45(37-23-27-43(28-24-37)55(39-15-7-3-8-16-39)40-17-9-4-10-18-40)57-49(35)47-33-53-51(59-47)52-54-34-48(60-52)50-36(2)32-46(58-50)38-25-29-44(30-26-38)56(41-19-11-5-12-20-41)42-21-13-6-14-22-42/h3-34H,1-2H3|10.1002/adma.201200721,LSRSOVFIQRNAMN-UHFFFAOYSA-N,molecule,bulk,PC71BM,-5.27,-3.05,2.22,2.22,1.3,0.97,4.63,29.0|Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1cnc(-c2ncc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3C)s2)s1|16|-0.179187|-0.087625|0.0915625|-0.188125|-0.0869375|0.101187|-0.162687|-0.107625|0.0550625|-0.220125|-0.0643125|0.155812
38|Cc1nc(c2nc(C)c(c3ccc(c4cc5c(s4)c4sccc4[Si]5(C)C)s3)s2)sc1c1cccs1|Cc1nc(-c2nc(C)c(-c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)s2)sc1-c1cccs1|InChI=1S/C26H20N2S6Si/c1-13-21(16-6-5-10-29-16)33-25(27-13)26-28-14(2)22(34-26)17-8-7-15(31-17)18-12-20-24(32-18)23-19(9-11-30-23)35(20,3)4/h5-12H,1-4H3|10.1002/adma.201200721,LXOCPBPCMCHUFZ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.18,-3.09,2.09,1.85,2.86,0.68,7.85,53.5|Cc1nc(-c2nc(C)c(-c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)s2)sc1-c1cccs1|14|-0.182786|-0.0922143|0.0905714|-0.192214|-0.0915714|0.100643|-0.167071|-0.111929|0.0551429|-0.223643|-0.0684286|0.155214
39|Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3c3cc4c(cc23)c2sc(c3cccc5nc6c7ccsc7c7sccc7c6nc35)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1|Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3cccc5nc6c7ccsc7c7sccc7c6nc53)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1|InChI=1S/C60H40N2S4/c1-33-8-16-37(17-9-33)59(38-18-10-34(2)11-19-38)46-26-29-63-55(46)44-30-48-45(31-47(44)59)56-49(60(48,39-20-12-35(3)13-21-39)40-22-14-36(4)15-23-40)32-51(66-56)41-6-5-7-50-52(41)62-54-43-25-28-65-58(43)57-42(24-27-64-57)53(54)61-50/h5-32H,1-4H3|10.1021/ma2008699,VMFCLWIREUPSSO-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.23,-3.53,1.7,1.61,6.06,0.83,11.6,63.0|Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3cccc5nc6c7ccsc7c7sccc7c6nc53)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1|14|-0.185929|-0.0962143|0.0897143|-0.195071|-0.0958571|0.0992143|-0.169929|-0.118143|0.0517857|-0.227214|-0.0721429|0.155071
40|COc1ccc(N(c2ccc(C=Cc3cc4c(s3)c3sc(C=C(C#N)C(=O)O)cc3C4(C)C)cc2)c2ccc(OC)cc2)cc1|COc1ccc(N(c2ccc(C=Cc3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(C)C)cc2)c2ccc(OC)cc2)cc1|InChI=1S/C37H30N2O4S2/c1-37(2)32-20-30(44-34(32)35-33(37)21-31(45-35)19-24(22-38)36(40)41)18-7-23-5-8-25(9-6-23)39(26-10-14-28(42-3)15-11-26)27-12-16-29(43-4)17-13-27/h5-21H,1-4H3,(H,40,41)/b18-7+,24-19+|10.1039/c1ee01849c,YJNIVUNEKCGOGY-VHWBVVTCSA-N,molecule,DSSC,TiO2,nan,nan,nan,nan,7.4,0.66,14.85,75.0|COc1ccc(N(c2ccc(C=Cc3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(C)C)cc2)c2ccc(OC)cc2)cc1|12|-0.18075|-0.104167|0.0765833|-0.189|-0.103667|0.0853333|-0.164|-0.121167|0.0428333|-0.21975|-0.0834167|0.136333
41|Cn1c2ccsc2c2sc(c3ccc(c4ccc(c5cccs5)c5nsnc45)s3)cc12|Cn1c2ccsc2c2sc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21|InChI=1S/C23H13N3S5/c1-26-14-8-10-28-22(14)23-15(26)11-19(30-23)18-7-6-17(29-18)13-5-4-12(16-3-2-9-27-16)20-21(13)25-31-24-20/h2-11H,1H3|10.1021/ar900061z,VWSABRSNELBHLV-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.0,-3.43,1.57,1.46,2.17,0.52,9.47,44.0|Cn1c2ccsc2c2sc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21|17|-0.179882|-0.104|0.0758824|-0.189882|-0.104|0.0858824|-0.165882|-0.123941|0.0419412|-0.219941|-0.082|0.137941
42|Cc1nc(c2nc(C)c(c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)sc1c1ccc(N(c2ccccc2)c2ccccc2)cc1|Cc1nc(-c2nc(C)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1|InChI=1S/C44H34N4S2/c1-31-41(33-23-27-39(28-24-33)47(35-15-7-3-8-16-35)36-17-9-4-10-18-36)49-43(45-31)44-46-32(2)42(50-44)34-25-29-40(30-26-34)48(37-19-11-5-12-20-37)38-21-13-6-14-22-38/h3-30H,1-2H3|10.1002/adma.201200721,KCTYWEWDJUBVCZ-UHFFFAOYSA-N,molecule,bulk,PC71BM,-5.42,-2.48,2.94,2.58,0.73,0.71,3.42,30.1|Cc1nc(-c2nc(C)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1|14|-0.185143|-0.0762857|0.108857|-0.193857|-0.0746429|0.119214|-0.166143|-0.0983571|0.0677857|-0.227286|-0.0495|0.177786
43|CC1(C)c2ccsc2c2cc3c(cc12)c1sc(c2ccc(c4ccc(c5cccs5)c5nsnc45)s2)cc1C3(C)C|CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4ccc(-c5cccs5)c5nsnc54)s2)cc1C3(C)C|InChI=1S/C34H24N2S5/c1-33(2)21-11-13-38-31(21)19-14-23-20(15-22(19)33)32-24(34(23,3)4)16-28(40-32)27-10-9-26(39-27)18-8-7-17(25-6-5-12-37-25)29-30(18)36-41-35-29/h5-16H,1-4H3|10.1021/cm2019586,KPEPURNRRCAANU-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.24,-3.1,2.14,1.68,6.17,0.82,13.27,56.7|CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4ccc(-c5cccs5)c5nsnc54)s2)cc1C3(C)C|8|-0.18|-0.105|0.075|-0.189|-0.105|0.084|-0.166|-0.125|0.041|-0.22|-0.083|0.137
44|c1csc(c2cc(c3cccs3)c(c3cccs3)s2)c1|c1csc(-c2cc(-c3cccs3)c(-c3cccs3)s2)c1|InChI=1S/C16H10S4/c1-4-12(17-7-1)11-10-15(13-5-2-8-18-13)20-16(11)14-6-3-9-19-14/h1-10H|10.1021/jp210822s,DCPXRPFZUQQHBW-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.24,-2.72,2.52,nan,0.61,0.568,3.22,33.0|c1csc(-c2cc(-c3cccs3)c(-c3cccs3)s2)c1|6|-0.197667|-0.068|0.129667|-0.207833|-0.0661667|0.141667|-0.178667|-0.0918333|0.0868333|-0.242|-0.04|0.202
